,IDENTIFIER,LATEST ADMISSION DATE,RACE,GENDER,OFFENSE,Year
6892,ZZECRBJE,01/22/2018,BLACK,M,OTHERS,2018
6893,ZZRRWLJR,07/20/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6894,ZZRRELCE,11/14/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6895,ZZSEWREH,11/26/2018,BLACK,F,VIOLATION OF PROBATION OR COND DISCHG,2018
6896,ZZRLJECR,11/20/2018,HISPANIC,M,OTHERS,2018
6897,ZZSEJCHB,09/24/2018,HISPANIC,M,OTHERS,2018
6898,ZZSRSJWZ,03/12/2018,BLACK,M,OTHERS,2018
6899,ZZSRBHJW,11/21/2018,ASIAN,M,OTHERS,2018
6900,ZZRLZLEC,04/02/2018,BLACK,M,OTHERS,2018
6901,ZZHZWWZL,12/24/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6902,ZZHCRRLW,07/25/2018,WHITE,M,OTHERS,2018
6903,ZZRRELER,03/21/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6904,ZZHCSBHZ,12/17/2018,WHITE,M,OTHERS,2018
6905,ZZZJHWZL,10/05/2018,BLACK,M,OTHERS,2018
6906,ZZRZRWLR,09/06/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
6907,ZZRBRLCL,09/13/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6908,ZZSEECES,08/23/2018,WHITE,M,OTHERS,2018
6909,ZZRSJWEH,12/05/2018,HISPANIC,M,OTHERS,2018
6910,ZZHHBHCR,11/26/2018,WHITE,M,OTHERS,2018
6911,ZZSRZLWH,07/23/2018,BLACK,M,OTHERS,2018
6912,ZZRJHSHW,11/08/2018,WHITE,M,OTHERS,2018
6913,ZZSELCZL,02/16/2018,HISPANIC,M,OTHERS,2018
6914,ZZSRLSRC,06/26/2018,BLACK,M,OTHERS,2018
6915,ZZEWECCW,10/05/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6916,ZZEBBBCS,12/18/2018,WHITE,M,OTHERS,2018
6917,ZZRRSEBW,11/02/2018,BLACK,M,OTHERS,2018
6918,ZZRJBZLB,12/27/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6919,ZZHHSRLJ,08/13/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
6920,ZZHRZZWS,12/17/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
6921,ZZHJEHZE,12/10/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
6922,ZZRJBLLH,12/28/2018,WHITE,M,OTHERS,2018
6923,ZZHHHBHH,09/19/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
6924,ZZRJJEEW,04/09/2018,BLACK,M,"ROBBERY, FIRST DEGREE                 BF",2018
6925,ZZHLJRLS,05/08/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
6926,ZZHJRWSJ,12/10/2018,WHITE,M,OTHERS,2018
6927,ZZRZRWLR,09/06/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6928,ZZSZHSWC,07/06/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
6929,ZZRLJECR,11/20/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6930,ZZHCSBHZ,12/17/2018,WHITE,M,OTHERS,2018
6931,ZZSRZLJE,12/26/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
6932,ZZRCCRCB,10/09/2018,HISPANIC,M,OTHERS,2018
6933,ZZECHRHH,11/21/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6934,ZZSRWHRS,04/09/2018,BLACK,F,OTHERS,2018
6935,ZZRLCCJB,07/13/2018,HISPANIC,M,OTHERS,2018
6936,ZZHJEHZE,12/10/2018,WHITE,M,OTHERS,2018
6937,ZZSRHSCC,11/29/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6938,ZZSZHWZE,09/13/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6939,ZZEHSWCS,12/27/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6940,ZZSRHZBZ,12/04/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6941,ZZRWRHSW,07/25/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6942,ZZSRZZRJ,06/18/2018,HISPANIC,M,OTHERS,2018
6943,ZZSZHSWC,07/06/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
6944,ZZSEEWSB,09/05/2018,HISPANIC,M,OTHERS,2018
6945,ZZSERCRW,11/20/2018,HISPANIC,M,OTHERS,2018
6946,ZZRJJEEW,04/09/2018,BLACK,M,OTHERS,2018
6947,ZZHRBEJH,11/15/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
6948,ZZHCLWWH,11/06/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6949,ZZSRWZEB,08/15/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6950,ZZHHHBHH,09/19/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6951,ZZRSJWEH,12/05/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
6952,ZZRBELCZ,10/15/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6953,ZZRJEBEH,11/13/2018,WHITE,M,OTHERS,2018
6954,ZZHJJSSW,08/28/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6955,ZZHBZESH,10/17/2018,HISPANIC,M,OTHERS,2018
6956,ZZSEHCCC,11/05/2018,WHITE,M,OTHERS,2018
6957,ZZSRSHHC,01/29/2018,WHITE,M,OTHERS,2018
6958,ZZRRCZJE,03/15/2018,BLACK,M,OTHERS,2018
6959,ZZHSWZHH,10/22/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6960,ZZHZRJJH,07/19/2018,HISPANIC,M,OTHERS,2018
6961,ZZRZLHCJ,12/11/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6962,ZZHBZESH,10/17/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
6963,ZZRWSZSH,11/30/2018,BLACK,M,OTHERS,2018
6964,ZZSEEWSB,09/05/2018,HISPANIC,M,OTHERS,2018
6965,ZZRHSHSL,11/29/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6966,ZZHLWCRR,12/17/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6967,ZZRZRCBR,07/27/2018,BLACK,M,OTHERS,2018
6968,ZZHZZWBR,09/12/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6969,ZZSRWZHB,03/19/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
6970,ZZSRLJLS,08/02/2018,HISPANIC,M,OTHERS,2018
6971,ZZSRSCHE,02/26/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
6972,ZZHBHJSC,02/13/2018,BLACK,M,OTHERS,2018
6973,ZZHEJJEH,09/05/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6974,ZZRJEBEH,11/13/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
6975,ZZECRWLR,12/20/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6976,ZZHZHHHH,07/06/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018
6977,ZZRWSZSH,11/30/2018,BLACK,M,OTHERS,2018
6978,ZZHJRBJS,12/13/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6979,ZZRLCRBS,08/31/2018,HISPANIC,M,OTHERS,2018
6980,ZZSEJBWW,12/24/2018,HISPANIC,M,OTHERS,2018
6981,ZZSRZRBE,12/20/2018,HISPANIC,M,OTHERS,2018
6982,ZZHJERWW,07/20/2018,BLACK,M,OTHERS,2018
6983,ZZHBSWEB,09/10/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6984,ZZSRSSLJ,06/13/2018,WHITE,M,OTHERS,2018
6985,ZZHJCZRZ,12/24/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6986,ZZHHJJCB,01/10/2018,HISPANIC,M,OTHERS,2018
6987,ZZRJEZCR,12/19/2018,WHITE,M,OTHERS,2018
6988,ZZRSZHEJ,11/21/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6989,ZZSZJHEZ,12/03/2018,BLACK,M,OTHERS,2018
6990,ZZSRWZHB,03/19/2018,HISPANIC,M,OTHERS,2018
6991,ZZSERHJL,04/23/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6992,ZZRRCZJE,03/15/2018,BLACK,M,OTHERS,2018
6993,ZZSRWWZC,04/23/2018,BLACK,M,OTHERS,2018
6994,ZZRLZJLW,12/17/2018,BLACK,M,OTHERS,2018
6995,ZZHECSES,06/15/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
6996,ZZHBSRJW,01/26/2018,BLACK,M,"ROBBERY, FIRST DEGREE                 BF",2018
6997,ZZSRBEES,10/26/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
6998,ZZSRSLWJ,09/19/2018,BLACK,M,OTHERS,2018
6999,ZZRBZHHE,08/13/2018,WHITE,M,OTHERS,2018
7000,ZZHEWJEC,12/24/2018,HISPANIC,M,OTHERS,2018
7001,ZZRSZHEJ,11/21/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
7002,ZZSRCSSS,09/06/2018,WHITE,F,OTHERS,2018
7003,ZZSEHLCB,12/28/2018,BLACK,M,OTHERS,2018
7004,ZZEWEWJE,10/31/2018,BLACK,M,OTHERS,2018
7005,ZZSEJREH,12/27/2018,BLACK,M,OTHERS,2018
7006,ZZHCEWEZ,11/13/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7007,ZZESERRC,12/14/2018,WHITE,M,OTHERS,2018
7008,ZZSRBLRE,12/07/2018,BLACK,F,"ASSAULT, FIRST DEGREE                 BF",2018
7009,ZZHHJJCB,01/10/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
7010,ZZHJERWW,07/20/2018,BLACK,M,OTHERS,2018
7011,ZZZCHSHB,08/27/2018,BLACK,M,OTHERS,2018
7012,ZZRERBJB,12/13/2018,WHITE,M,OTHERS,2018
7013,ZZSEECEH,10/12/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018
7014,ZZHCEZRE,11/27/2018,BLACK,M,OTHERS,2018
7015,ZZRJBBJW,12/13/2018,WHITE,M,OTHERS,2018
7016,ZZERRJEC,06/01/2018,WHITE,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018
7017,ZZHBSZBR,07/10/2018,BLACK,M,OTHERS,2018
7018,ZZHZRJJH,07/19/2018,HISPANIC,M,OTHERS,2018
7019,ZZHEWJEC,12/24/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7020,ZZHRWJCL,12/19/2018,BLACK,M,OTHERS,2018
7021,ZZHCSWZH,05/01/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018
7022,ZZEJLWRW,11/02/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7023,ZZZLBHHZ,12/03/2018,BLACK,M,OTHERS,2018
7024,ZZSRLHEE,06/18/2018,BLACK,M,OTHERS,2018
7025,ZZHBSRJW,01/26/2018,BLACK,M,OTHERS,2018
7026,ZZSEWSBB,12/14/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7027,ZZHJBREB,08/10/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018
7028,ZZHRLSWZ,11/16/2018,WHITE,M,OTHERS,2018
7029,ZZSEEBRS,01/19/2018,HISPANIC,M,OTHERS,2018
7030,ZZESWCBB,11/13/2018,WHITE,M,OTHERS,2018
7031,ZZRRBREJ,10/11/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7032,ZZRBBSZR,06/10/2018,WHITE,M,OTHERS,2018
7033,ZZRJBBJW,12/13/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7034,ZZRWRSBL,12/17/2018,BLACK,M,OTHERS,2018
7035,ZZSRBLRE,12/07/2018,BLACK,F,OTHERS,2018
7036,ZZSZCWEW,07/11/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018
7037,ZZHHHBZZ,10/30/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7038,ZZSRZRBZ,08/17/2018,BLACK,M,OTHERS,2018
7039,ZZEHRCSZ,01/12/2018,BLACK,M,OTHERS,2018
7040,ZZHBRZSJ,09/28/2018,WHITE,F,OTHERS,2018
7041,ZZSELERH,04/30/2018,HISPANIC,M,OTHERS,2018
7042,ZZHCRSSW,12/21/2018,WHITE,M,OTHERS,2018
7043,ZZHJEZEB,09/06/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
7044,ZZZCZRJL,10/25/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7045,ZZSZECZL,06/18/2018,HISPANIC,M,OTHERS,2018
7046,ZZREJLWC,10/09/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7047,ZZHLCWBJ,10/30/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018
7048,ZZESWCBB,11/13/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7049,ZZHZHLBH,11/02/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7050,ZZSRWCRJ,05/30/2018,BLACK,M,"ROBBERY, FIRST DEGREE                 BF",2018
7051,ZZSZLBZJ,05/15/2018,BLACK,M,OTHERS,2018
7052,ZZSZLBZJ,05/15/2018,BLACK,M,OTHERS,2018
7053,ZZSRRZSZ,12/27/2018,WHITE,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
7054,ZZSRLEJJ,12/31/2018,WHITE,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
7055,ZZHBCWSJ,12/17/2018,HISPANIC,M,OTHERS,2018
7056,ZZHEWWZL,10/04/2018,BLACK,M,OTHERS,2018
7057,ZZSELERH,04/30/2018,HISPANIC,M,OTHERS,2018
7058,ZZRSERZB,11/23/2018,WHITE,M,OTHERS,2018
7059,ZZEWHHLS,02/27/2018,HISPANIC,M,"BURGLARY, THIRD DEGREE                DF",2018
7060,ZZHHEJSB,11/20/2018,HISPANIC,F,CRIMINAL POSSESSION OF A PISTOL       DF,2018
7061,ZZEZWWHC,11/27/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018
7062,ZZHBRZSJ,09/28/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
7063,ZZZCJHHS,05/10/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7064,ZZEJRWES,12/13/2018,BLACK,M,OTHERS,2018
7065,ZZHRJBHC,09/17/2018,BLACK,M,OTHERS,2018
7066,ZZSRLWJW,07/09/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7067,ZZSRHJZW,01/01/2018,WHITE,M,OTHERS,2018
7068,ZZHZLCRB,08/13/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
7069,ZZHJJEZL,12/26/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7070,ZZSRBCLW,12/20/2018,BLACK,M,OTHERS,2018
7071,ZZSZWELS,11/05/2018,HISPANIC,M,OTHERS,2018
7072,ZZESJCSH,09/24/2018,HISPANIC,M,"BURGLARY, THIRD DEGREE                DF",2018
7073,ZZSEHLRE,06/06/2018,BLACK,M,OTHERS,2018
7074,ZZHHEJSB,11/20/2018,HISPANIC,F,OTHERS,2018
7075,ZZHHCBBW,12/05/2018,HISPANIC,M,OTHERS,2018
7076,ZZSZBZCW,09/17/2018,HISPANIC,M,OTHERS,2018
7077,ZZSRRZSZ,12/27/2018,WHITE,F,"BURGLARY, THIRD DEGREE                DF",2018
7078,ZZRRZHEH,10/12/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018
7079,ZZHBCWSJ,12/17/2018,HISPANIC,M,OTHERS,2018
7080,ZZZWJZHR,07/05/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
7081,ZZHRCWBC,10/15/2018,WHITE,M,OTHERS,2018
7082,ZZRJLBBH,10/04/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7083,ZZRSJZWB,11/08/2018,WHITE,F,OTHERS,2018
7084,ZZRJLJSR,07/19/2018,WHITE,M,OTHERS,2018
7085,ZZSRHCRJ,12/20/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7086,ZZZWJZHR,07/05/2018,BLACK,M,OTHERS,2018
7087,ZZHZLCRB,08/13/2018,BLACK,M,OTHERS,2018
7088,ZZSESELE,11/07/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7089,ZZSZBZHE,12/20/2018,WHITE,M,OTHERS,2018
7090,ZZSRLBJS,07/27/2018,HISPANIC,F,OTHERS,2018
7091,ZZRJLRRZ,11/06/2018,HISPANIC,M,OTHERS,2018
7092,ZZECJSJR,11/05/2018,WHITE,M,OTHERS,2018
7093,ZZZBRLHW,04/03/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
7094,ZZSRWWLZ,04/25/2018,BLACK,F,"ASSAULT, FIRST DEGREE                 BF",2018
7095,ZZHHRRRS,10/29/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
7096,ZZSRHJZW,01/01/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
7097,ZZEJEJSH,08/09/2018,BLACK,M,OTHERS,2018
7098,ZZHCEJRZ,10/05/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
7099,ZZRRLZLJ,12/27/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7100,ZZSZBZHE,12/20/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7101,ZZSRZLLZ,09/19/2018,WHITE,F,OTHERS,2018
7102,ZZHBRZHC,12/04/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7103,ZZECJWCC,03/01/2018,HISPANIC,F,OTHERS,2018
7104,ZZHLJRRW,12/05/2018,HISPANIC,M,OTHERS,2018
7105,ZZSRWSSW,04/17/2018,HISPANIC,M,OTHERS,2018
7106,ZZRJLRRZ,11/06/2018,HISPANIC,M,OTHERS,2018
7107,ZZSEWCBC,12/28/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7108,ZZSRLBJS,07/27/2018,HISPANIC,F,OTHERS,2018
7109,ZZHLLWJE,11/08/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
7110,ZZHJRHEW,12/24/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
7111,ZZSECHEJ,02/08/2018,WHITE,M,OTHERS,2018
7112,ZZRCWZES,09/10/2018,BLACK,M,OTHERS,2018
7113,ZZHBWLRE,10/22/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7114,ZZRWSESC,12/17/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
7115,ZZEHRERE,12/13/2018,BLACK,M,OTHERS,2018
7116,ZZHWSZJC,08/17/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7117,ZZHCEJRZ,10/05/2018,WHITE,M,OTHERS,2018
7118,ZZREEZWZ,12/31/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7119,ZZSZWBEW,12/11/2018,WHITE,F,"BURGLARY, THIRD DEGREE                DF",2018
7120,ZZHCWWWR,09/28/2018,WHITE,F,INJURY OR RISK OF INJURY TO MINOR      F,2018
7121,ZZSECHEJ,02/08/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
7122,ZZSRWZLS,12/12/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7123,ZZHRHSSR,11/29/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7124,ZZSZWBRC,07/17/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7125,ZZRLBBES,08/09/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
7126,ZZZCCEBB,05/15/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
7127,ZZHWWLSC,08/27/2018,WHITE,M,OTHERS,2018
7128,ZZZJWHCC,11/20/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
7129,ZZRJLRRZ,11/06/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7130,ZZHJHSEC,08/10/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7131,ZZSRSCBE,03/01/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018
7132,ZZRBJREW,12/24/2018,HISPANIC,M,OTHERS,2018
7133,ZZHWWLZL,09/10/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
7134,ZZHZERCC,07/26/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
7135,ZZSESSHH,11/26/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7136,ZZRLSBJC,12/27/2018,BLACK,M,OTHERS,2018
7137,ZZSRCSCZ,09/10/2018,HISPANIC,M,OTHERS,2018
7138,ZZSEBJCL,07/23/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7139,ZZHCLJSC,07/17/2018,WHITE,M,OTHERS,2018
7140,ZZSRSWLC,08/27/2018,WHITE,F,OTHERS,2018
7141,ZZSRSEHC,12/21/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
7142,ZZSRLWLZ,11/01/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
7143,ZZSERRHE,11/19/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
7144,ZZSZZESR,09/10/2018,HISPANIC,M,OTHERS,2018
7145,ZZSRSWLC,08/27/2018,WHITE,F,"ASSAULT, FIRST DEGREE                 BF",2018
7146,ZZHJSLCS,12/20/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7147,ZZRSRBWC,12/05/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
7148,ZZREZHSR,09/24/2018,HISPANIC,M,OTHERS,2018
7149,ZZSRBRJZ,11/11/2018,WHITE,M,OTHERS,2018
7150,ZZHSSCCZ,07/23/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018
7151,ZZEEBCCC,10/09/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
7152,ZZSZSJHW,09/18/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
7153,ZZHWBJLZ,11/13/2018,BLACK,M,OTHERS,2018
7154,ZZHLSELJ,03/23/2018,BLACK,M,OTHERS,2018
7155,ZZSZHBEE,10/06/2018,WHITE,M,OTHERS,2018
7156,ZZHLZWRB,12/27/2018,BLACK,M,OTHERS,2018
7157,ZZHJRCJC,12/12/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
7158,ZZSERRHE,11/19/2018,WHITE,F,OTHERS,2018
7159,ZZHLELSC,02/28/2018,WHITE,M,"ROBBERY, FIRST DEGREE                 BF",2018
7160,ZZHCLJSC,07/17/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7161,ZZHCERSJ,06/05/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7162,ZZRRHRLC,10/29/2018,BLACK,M,OTHERS,2018
7163,ZZSEEEBB,05/29/2018,HISPANIC,M,OTHERS,2018
7164,ZZHJHLSC,03/07/2018,HISPANIC,M,"ROBBERY, FIRST DEGREE                 BF",2018
7165,ZZSRLJBB,08/03/2018,BLACK,M,OTHERS,2018
7166,ZZHSSBJE,10/09/2018,BLACK,M,OTHERS,2018
7167,ZZSRBLRJ,12/10/2018,ASIAN,M,OTHERS,2018
7168,ZZSZZESR,09/10/2018,HISPANIC,M,OTHERS,2018
7169,ZZHSSCCZ,07/23/2018,WHITE,M,OTHERS,2018
7170,ZZSEEWJC,05/03/2018,BLACK,M,OTHERS,2018
7171,ZZRBZBRZ,11/30/2018,WHITE,M,OTHERS,2018
7172,ZZEBWWBH,07/16/2018,BLACK,M,OTHERS,2018
7173,ZZEEBCCC,10/09/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7174,ZZSZRBEJ,10/15/2018,WHITE,M,OTHERS,2018
7175,ZZRCSHCZ,08/23/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
7176,ZZHLSELJ,03/23/2018,BLACK,M,OTHERS,2018
7177,ZZHLELSC,02/28/2018,WHITE,M,OTHERS,2018
7178,ZZSRBLBL,12/13/2018,BLACK,M,OTHERS,2018
7179,ZZHHWLZC,12/19/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7180,ZZHJRCJC,12/12/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7181,ZZHCCSLZ,10/24/2018,HISPANIC,M,OTHERS,2018
7182,ZZSEBCCL,11/21/2018,HISPANIC,M,OTHERS,2018
7183,ZZRZJJCW,11/14/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018
7184,ZZRCZHCB,12/12/2018,BLACK,F,OTHERS,2018
7185,ZZSZCEJC,11/07/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7186,ZZSZCHBZ,12/22/2018,WHITE,F,OTHERS,2018
7187,ZZSRBLRJ,12/10/2018,ASIAN,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7188,ZZZLWEJW,10/10/2018,BLACK,M,OTHERS,2018
7189,ZZEBZCRW,12/03/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7190,ZZRBZJRW,04/19/2018,ASIAN,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
7191,ZZHSBCRB,10/25/2018,WHITE,F,"ROBBERY, FIRST DEGREE                 BF",2018
7192,ZZHCJZLR,11/26/2018,WHITE,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
7193,ZZRERCWE,07/23/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
7194,ZZHCJBWB,04/12/2018,WHITE,M,OTHERS,2018
7195,ZZHECWJE,04/16/2018,BLACK,M,OTHERS,2018
7196,ZZRJRZZH,12/05/2018,HISPANIC,F,OTHERS,2018
7197,ZZHLLELB,07/25/2018,WHITE,M,OTHERS,2018
7198,ZZRERCWE,07/23/2018,BLACK,M,OTHERS,2018
7199,ZZRJCBLB,09/04/2018,WHITE,M,OTHERS,2018
7200,ZZHZHRHZ,10/04/2018,BLACK,M,OTHERS,2018
7201,ZZHBHRRJ,08/07/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
7202,ZZSRZWLC,01/12/2018,HISPANIC,M,OTHERS,2018
