,IDENTIFIER,LATEST ADMISSION DATE,RACE,GENDER,OFFENSE,Year
2465,ZZSZESRH,02/26/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2466,ZZSZWHSW,06/12/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2467,ZZSRLRSJ,06/12/2018,WHITE,M,OTHERS,2018
2468,ZZSEBHJZ,02/01/2018,WHITE,M,OTHERS,2018
2469,ZZSRLRHB,06/12/2018,WHITE,M,OTHERS,2018
2470,ZZRJCECE,06/12/2018,HISPANIC,M,OTHERS,2018
2471,ZZRRELJJ,05/29/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
2472,ZZSRLRHL,06/12/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018
2473,ZZRLHSJS,05/29/2018,WHITE,M,OTHERS,2018
2474,ZZHCSCEE,06/12/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2475,ZZSRSWBB,06/05/2018,WHITE,F,OTHERS,2018
2476,ZZRHZLWE,06/12/2018,BLACK,M,OTHERS,2018
2477,ZZSRLRHJ,06/12/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
2478,ZZSRLRSS,06/12/2018,WHITE,F,OTHERS,2018
2479,ZZSRLRSZ,06/12/2018,WHITE,M,OTHERS,2018
2480,ZZRCZSWB,05/29/2018,BLACK,M,OTHERS,2018
2481,ZZHBRSSZ,05/08/2018,HISPANIC,M,OTHERS,2018
2482,ZZSRLRWR,06/12/2018,WHITE,F,OTHERS,2018
2483,ZZSEBZZB,03/20/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2484,ZZHRWSJE,05/29/2018,WHITE,F,OTHERS,2018
2485,ZZEZZSCB,05/02/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
2486,ZZHCRRLR,01/19/2018,BLACK,M,OTHERS,2018
2487,ZZRZHZEL,02/14/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2488,ZZHSRBLH,06/13/2018,BLACK,F,OTHERS,2018
2489,ZZREHWJC,06/13/2018,BLACK,M,OTHERS,2018
2490,ZZHLSHHZ,06/13/2018,WHITE,M,OTHERS,2018
2491,ZZHCCRBJ,04/30/2018,WHITE,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018
2492,ZZSZSSLZ,05/07/2018,HISPANIC,M,OTHERS,2018
2493,ZZHCCERE,04/11/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2494,ZZELBEZL,06/14/2018,HISPANIC,F,OTHERS,2018
2495,ZZSRZEJW,06/14/2018,HISPANIC,M,OTHERS,2018
2496,ZZSELEWS,04/23/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018
2497,ZZRJZRRH,06/14/2018,WHITE,F,OTHERS,2018
2498,ZZHCEBSR,05/23/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2499,ZZRHLESR,03/06/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2500,ZZRZHRWZ,03/15/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2501,ZZSRLHZE,06/18/2018,WHITE,M,OTHERS,2018
2502,ZZSZSBBJ,06/18/2018,HISPANIC,M,OTHERS,2018
2503,ZZSRLHRH,06/18/2018,HISPANIC,F,OTHERS,2018
2504,ZZRSZWJB,06/12/2018,BLACK,M,OTHERS,2018
2505,ZZHRBJSH,01/26/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2506,ZZSEJSEW,05/29/2018,HISPANIC,M,OTHERS,2018
2507,ZZEESHLW,06/18/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2508,ZZHHJBLS,06/18/2018,BLACK,M,OTHERS,2018
2509,ZZHLRRBB,04/23/2018,HISPANIC,F,VIOLATION OF PROBATION OR COND DISCHG,2018
2510,ZZRCJWSW,05/21/2018,WHITE,M,OTHERS,2018
2511,ZZHLJEWB,04/23/2018,HISPANIC,M,OTHERS,2018
2512,ZZHBRZEZ,03/22/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
2513,ZZSRLRWZ,06/12/2018,BLACK,M,OTHERS,2018
2514,ZZSRLZBB,05/31/2018,WHITE,M,OTHERS,2018
2515,ZZSELZHH,04/03/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2516,ZZSRLHEB,06/18/2018,WHITE,F,OTHERS,2018
2517,ZZHHHJZE,06/18/2018,BLACK,M,OTHERS,2018
2518,ZZHWBWRR,04/30/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018
2519,ZZHCBCHR,03/26/2018,BLACK,F,OTHERS,2018
2520,ZZRBBWCH,06/18/2018,WHITE,M,OTHERS,2018
2521,ZZSRLRJB,06/18/2018,WHITE,M,OTHERS,2018
2522,ZZSRLHRB,06/19/2018,WHITE,M,OTHERS,2018
2523,ZZSRLHHC,06/19/2018,WHITE,M,OTHERS,2018
2524,ZZHZHRLS,03/09/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2525,ZZSRLHRC,06/19/2018,WHITE,M,OTHERS,2018
2526,ZZHJJJHB,06/19/2018,WHITE,F,OTHERS,2018
2527,ZZHJZHEC,04/04/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2528,ZZHSJHCS,06/19/2018,BLACK,M,OTHERS,2018
2529,ZZHWJHHH,05/12/2018,WHITE,M,OTHERS,2018
2530,ZZSZWHRS,06/19/2018,WHITE,M,OTHERS,2018
2531,ZZSREZWS,06/19/2018,HISPANIC,M,OTHERS,2018
2532,ZZSRLHRW,06/19/2018,WHITE,M,OTHERS,2018
2533,ZZHSBBJR,06/19/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
2534,ZZRBBBCH,04/02/2018,HISPANIC,M,OTHERS,2018
2535,ZZHSRHJJ,01/23/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2536,ZZSRWEWE,03/27/2018,WHITE,M,OTHERS,2018
2537,ZZHRJRSW,04/12/2018,BLACK,M,OTHERS,2018
2538,ZZHCBCHR,03/26/2018,BLACK,F,OTHERS,2018
2539,ZZRJJJLH,04/04/2018,HISPANIC,F,"BURGLARY, THIRD DEGREE                DF",2018
2540,ZZHLCHBE,06/19/2018,BLACK,M,OTHERS,2018
2541,ZZHHECSJ,04/03/2018,BLACK,M,OTHERS,2018
2542,ZZECEEJH,05/14/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2543,ZZSRRJZL,06/19/2018,HISPANIC,M,OTHERS,2018
2544,ZZHEELRJ,01/22/2018,HISPANIC,M,OTHERS,2018
2545,ZZSRLHWE,06/20/2018,HISPANIC,M,OTHERS,2018
2546,ZZHBLWLB,06/20/2018,BLACK,M,OTHERS,2018
2547,ZZSRLHWJ,06/20/2018,HISPANIC,F,OTHERS,2018
2548,ZZZWJWZJ,04/09/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2549,ZZHSWZLZ,06/20/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2550,ZZHZCWLS,04/17/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2551,ZZSRLHSL,06/20/2018,WHITE,M,OTHERS,2018
2552,ZZSRLHHC,06/19/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2553,ZZSRRJZL,06/19/2018,HISPANIC,M,OTHERS,2018
2554,ZZHHCLWS,06/20/2018,WHITE,M,OTHERS,2018
2555,ZZHSWRLS,06/20/2018,WHITE,M,OTHERS,2018
2556,ZZHHJLHR,03/29/2018,HISPANIC,M,OTHERS,2018
2557,ZZHCHBCJ,05/08/2018,WHITE,F,OTHERS,2018
2558,ZZHBSSBH,06/20/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2559,ZZSRLHSC,06/20/2018,WHITE,M,OTHERS,2018
2560,ZZSRSCBW,03/01/2018,BLACK,M,OTHERS,2018
2561,ZZHBWLWL,06/20/2018,HISPANIC,M,OTHERS,2018
2562,ZZSRLHLZ,06/20/2018,WHITE,F,OTHERS,2018
2563,ZZSRLHSB,06/20/2018,BLACK,M,OTHERS,2018
2564,ZZSRLHHJ,06/19/2018,HISPANIC,M,OTHERS,2018
2565,ZZHERWLW,02/26/2018,WHITE,M,OTHERS,2018
2566,ZZHLRRCB,06/20/2018,BLACK,M,OTHERS,2018
2567,ZZHSHHRB,04/13/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2568,ZZEHSLWL,04/19/2018,HISPANIC,M,OTHERS,2018
2569,ZZSELRLJ,05/22/2018,WHITE,M,OTHERS,2018
2570,ZZSRLHBE,06/22/2018,WHITE,F,OTHERS,2018
2571,ZZHCWHZB,06/18/2018,HISPANIC,M,OTHERS,2018
2572,ZZSRZCCW,05/08/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
2573,ZZHHWJBW,01/02/2018,HISPANIC,M,OTHERS,2018
2574,ZZSRWECL,03/28/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2575,ZZREBRZE,06/22/2018,BLACK,M,OTHERS,2018
2576,ZZSRWWZR,04/23/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018
2577,ZZSRWRBZ,04/06/2018,BLACK,M,OTHERS,2018
2578,ZZHZSCSS,06/21/2018,BLACK,M,OTHERS,2018
2579,ZZHHELCC,05/11/2018,WHITE,M,OTHERS,2018
2580,ZZSECSWR,04/18/2018,WHITE,M,OTHERS,2018
2581,ZZEWWRZH,06/22/2018,WHITE,F,OTHERS,2018
2582,ZZSZWSZJ,03/20/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2583,ZZHJJEEC,03/29/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2584,ZZHJZCJE,03/06/2018,WHITE,M,OTHERS,2018
2585,ZZHJSCLC,03/14/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
2586,ZZRJHCRZ,05/17/2018,HISPANIC,M,OTHERS,2018
2587,ZZSRLHCC,06/22/2018,WHITE,M,OTHERS,2018
2588,ZZHBBRWB,02/02/2018,WHITE,M,"ROBBERY, FIRST DEGREE                 BF",2018
2589,ZZSRRBEC,06/22/2018,HISPANIC,M,OTHERS,2018
2590,ZZSRSCCB,03/01/2018,HISPANIC,M,OTHERS,2018
2591,ZZHBEHSB,06/22/2018,WHITE,M,OTHERS,2018
2592,ZZRJZCLS,06/22/2018,HISPANIC,M,OTHERS,2018
2593,ZZHLHWRH,06/21/2018,WHITE,M,OTHERS,2018
2594,ZZSEWSHR,02/20/2018,BLACK,M,OTHERS,2018
2595,ZZHZZEZW,02/01/2018,WHITE,M,OTHERS,2018
2596,ZZSRZSHW,06/22/2018,WHITE,F,OTHERS,2018
2597,ZZSRSEZZ,06/11/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2598,ZZRBEJCH,06/22/2018,BLACK,M,OTHERS,2018
2599,ZZEEWJZS,05/31/2018,WHITE,M,OTHERS,2018
2600,ZZZBELSH,03/19/2018,BLACK,M,OTHERS,2018
2601,ZZSRLHWE,06/20/2018,HISPANIC,M,OTHERS,2018
2602,ZZEJBCZW,05/24/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2603,ZZRZWCHB,06/22/2018,WHITE,M,OTHERS,2018
2604,ZZSRLHLR,06/21/2018,WHITE,M,OTHERS,2018
2605,ZZHCSLSJ,06/21/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2606,ZZHCWCJB,03/16/2018,BLACK,F,"BURGLARY, THIRD DEGREE                DF",2018
2607,ZZSEJLHH,06/22/2018,WHITE,M,OTHERS,2018
2608,ZZZWJWZJ,04/09/2018,BLACK,M,OTHERS,2018
2609,ZZSRHRBS,06/22/2018,BLACK,M,OTHERS,2018
2610,ZZSRLHBR,06/22/2018,WHITE,M,OTHERS,2018
2611,ZZSZJCJJ,06/22/2018,BLACK,M,OTHERS,2018
2612,ZZHRJWSR,06/21/2018,WHITE,M,OTHERS,2018
2613,ZZHESHEJ,03/21/2018,HISPANIC,M,OTHERS,2018
2614,ZZRLSSLE,06/21/2018,WHITE,M,OTHERS,2018
2615,ZZHCJJCE,03/20/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2616,ZZRSCERZ,01/22/2018,BLACK,M,OTHERS,2018
2617,ZZSRZCSL,03/28/2018,WHITE,M,OTHERS,2018
2618,ZZRCRZJS,06/22/2018,BLACK,M,OTHERS,2018
2619,ZZSEEWJC,05/03/2018,BLACK,M,OTHERS,2018
2620,ZZEERJHL,04/23/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
2621,ZZRHLHWS,05/03/2018,WHITE,M,OTHERS,2018
2622,ZZRWCSJZ,02/20/2018,BLACK,M,OTHERS,2018
2623,ZZHZHJRH,05/21/2018,HISPANIC,M,OTHERS,2018
2624,ZZHLHHBZ,05/08/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2625,ZZHLBWJH,06/25/2018,WHITE,F,OTHERS,2018
2626,ZZSZJJHB,02/27/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2627,ZZSECBLL,06/25/2018,WHITE,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
2628,ZZHJBZCR,05/21/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
2629,ZZHJWBBS,06/25/2018,WHITE,M,OTHERS,2018
2630,ZZSEEWJC,05/03/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2631,ZZHBBRWB,02/02/2018,WHITE,M,OTHERS,2018
2632,ZZHSBZSE,06/25/2018,WHITE,M,OTHERS,2018
2633,ZZSRLSZB,06/25/2018,AMER IND,F,OTHERS,2018
2634,ZZSZHRBS,06/25/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2635,ZZRSEBBC,04/16/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2636,ZZEBWBSZ,05/11/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
2637,ZZHLSJRR,06/25/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2638,ZZSRLHBR,06/22/2018,WHITE,M,OTHERS,2018
2639,ZZHCWCJB,03/16/2018,BLACK,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2640,ZZSZLEJB,04/20/2018,BLACK,M,OTHERS,2018
2641,ZZHWCCEB,06/25/2018,HISPANIC,F,VIOLATION OF PROBATION OR COND DISCHG,2018
2642,ZZHJZLWW,01/19/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2643,ZZRLJHSC,05/04/2018,HISPANIC,M,OTHERS,2018
2644,ZZRWCJRR,05/15/2018,BLACK,M,OTHERS,2018
2645,ZZHBESJS,06/25/2018,WHITE,F,OTHERS,2018
2646,ZZSRLSZL,06/25/2018,WHITE,M,OTHERS,2018
2647,ZZHLJWSE,03/29/2018,HISPANIC,M,OTHERS,2018
2648,ZZEJSELE,06/25/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2649,ZZRLBLBZ,06/25/2018,WHITE,M,OTHERS,2018
2650,ZZRCRZJS,06/22/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2651,ZZEHSLWL,04/19/2018,HISPANIC,M,OTHERS,2018
2652,ZZSRLSZC,06/25/2018,HISPANIC,F,OTHERS,2018
2653,ZZSRRJCC,06/25/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
2654,ZZRJEBBR,04/10/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
2655,ZZHHSBLR,04/13/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2656,ZZRLJZJJ,03/19/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2657,ZZRLLHBS,05/29/2018,HISPANIC,F,"ASSAULT, THIRD DEGREE                 AM",2018
2658,ZZHCHBWR,06/13/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2659,ZZSRLSEJ,06/26/2018,WHITE,F,OTHERS,2018
2660,ZZRSBEEW,05/29/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2661,ZZSRSZLJ,01/11/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
2662,ZZSRSWCL,02/14/2018,HISPANIC,M,OTHERS,2018
2663,ZZSRLSRE,06/26/2018,HISPANIC,M,OTHERS,2018
2664,ZZSRLSRS,06/26/2018,WHITE,M,OTHERS,2018
2665,ZZSRWZRL,03/16/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
2666,ZZHHBJEL,03/23/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2667,ZZHHLRHZ,06/11/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2668,ZZSRWSSL,04/17/2018,WHITE,M,OTHERS,2018
2669,ZZRZJCSR,06/26/2018,HISPANIC,M,OTHERS,2018
2670,ZZSZJZJW,06/25/2018,WHITE,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
2671,ZZSRREHC,06/26/2018,WHITE,M,OTHERS,2018
2672,ZZSRHRRB,04/18/2018,BLACK,M,OTHERS,2018
2673,ZZRLJJJS,04/09/2018,HISPANIC,F,"ASSAULT, THIRD DEGREE                 AM",2018
2674,ZZHBSLCL,06/26/2018,WHITE,M,OTHERS,2018
2675,ZZELJBJJ,05/29/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
2676,ZZSRRWCJ,06/26/2018,WHITE,M,OTHERS,2018
2677,ZZHRRSER,05/01/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2678,ZZSELHZB,05/03/2018,BLACK,M,OTHERS,2018
2679,ZZHBWSCW,06/27/2018,HISPANIC,F,VIOLATION OF PROBATION OR COND DISCHG,2018
2680,ZZSZJZJW,06/25/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
2681,ZZSREZRR,06/27/2018,WHITE,M,OTHERS,2018
2682,ZZEHWLHH,05/23/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
2683,ZZSRSJEZ,03/09/2018,BLACK,M,OTHERS,2018
2684,ZZSEJSLS,01/18/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2685,ZZSRLSSW,06/27/2018,WHITE,F,OTHERS,2018
2686,ZZHJZREL,06/27/2018,WHITE,M,OTHERS,2018
2687,ZZRJEBBR,04/10/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2688,ZZRHZBBH,06/27/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2689,ZZHCCHEC,05/23/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2690,ZZRELRRL,06/27/2018,BLACK,M,OTHERS,2018
2691,ZZSERSBJ,04/20/2018,WHITE,F,OTHERS,2018
2692,ZZRCEBHC,06/27/2018,BLACK,M,OTHERS,2018
2693,ZZSEHSWZ,01/03/2018,BLACK,M,"ROBBERY, FIRST DEGREE                 BF",2018
2694,ZZHWCHCE,04/27/2018,WHITE,M,OTHERS,2018
2695,ZZHWCHLR,06/27/2018,WHITE,M,OTHERS,2018
2696,ZZSRWBCS,05/17/2018,BLACK,M,OTHERS,2018
2697,ZZSRLSHS,06/27/2018,WHITE,M,OTHERS,2018
2698,ZZSEJBLL,06/27/2018,HISPANIC,M,OTHERS,2018
2699,ZZSRWEZJ,03/23/2018,HISPANIC,M,OTHERS,2018
2700,ZZSRLSHH,06/27/2018,WHITE,F,OTHERS,2018
2701,ZZEWBRSE,05/29/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
2702,ZZSELJWW,06/27/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
2703,ZZSRLSSH,06/27/2018,HISPANIC,F,OTHERS,2018
2704,ZZSEBBZS,05/07/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2705,ZZSRWLLB,05/02/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2706,ZZRJSJJH,06/27/2018,WHITE,M,OTHERS,2018
2707,ZZRSELEJ,06/27/2018,WHITE,M,OTHERS,2018
2708,ZZSECZJL,01/31/2018,BLACK,M,OTHERS,2018
2709,ZZRHJSCH,05/15/2018,HISPANIC,M,OTHERS,2018
2710,ZZEWBREB,06/13/2018,BLACK,M,OTHERS,2018
2711,ZZSRWRWZ,04/04/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2712,ZZSZZJLH,02/13/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2713,ZZHWWRCL,04/24/2018,HISPANIC,M,OTHERS,2018
2714,ZZSRLSLC,06/28/2018,BLACK,F,OTHERS,2018
2715,ZZSRHCCE,04/25/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2716,ZZHLZLEE,06/28/2018,HISPANIC,M,OTHERS,2018
2717,ZZHRZSJZ,06/05/2018,HISPANIC,M,OTHERS,2018
2718,ZZSEWZHW,03/29/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2719,ZZHZBLWZ,04/25/2018,WHITE,F,OTHERS,2018
2720,ZZSRRCEE,05/31/2018,WHITE,M,OTHERS,2018
2721,ZZRHJSCH,05/15/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2722,ZZSRLSLH,06/28/2018,BLACK,M,OTHERS,2018
2723,ZZSRWEZJ,03/23/2018,HISPANIC,M,OTHERS,2018
2724,ZZSESRZE,06/28/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
2725,ZZSECCWJ,06/21/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2726,ZZHWHBJW,03/27/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
2727,ZZSRLSWH,06/28/2018,WHITE,M,OTHERS,2018
2728,ZZSRWLLB,05/02/2018,BLACK,M,OTHERS,2018
2729,ZZSRSRLJ,04/02/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2730,ZZEHBRBJ,06/01/2018,BLACK,M,OTHERS,2018
2731,ZZSEJWEZ,06/28/2018,WHITE,M,OTHERS,2018
2732,ZZSEEEHR,05/02/2018,WHITE,M,OTHERS,2018
2733,ZZSRWJWS,05/22/2018,WHITE,F,OTHERS,2018
2734,ZZELHWSC,05/14/2018,BLACK,F,OTHERS,2018
2735,ZZSRLSWZ,06/28/2018,HISPANIC,M,OTHERS,2018
2736,ZZSREEWW,03/15/2018,BLACK,M,OTHERS,2018
2737,ZZSRSJEZ,03/09/2018,BLACK,M,OTHERS,2018
2738,ZZSEHSWZ,01/03/2018,BLACK,M,OTHERS,2018
2739,ZZHZRLHL,03/19/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2740,ZZSERCLW,04/26/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2741,ZZSRLSLE,06/28/2018,BLACK,M,OTHERS,2018
2742,ZZHBEEJH,04/30/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
2743,ZZHJZBLC,06/14/2018,BLACK,M,OTHERS,2018
2744,ZZSEHZWS,06/28/2018,WHITE,F,OTHERS,2018
2745,ZZSEZJCH,04/04/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2746,ZZHJSEBS,04/17/2018,BLACK,M,OTHERS,2018
2747,ZZSECZJL,01/31/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018
2748,ZZSERSBJ,04/20/2018,WHITE,F,OTHERS,2018
2749,ZZHJSLRR,06/28/2018,HISPANIC,M,OTHERS,2018
2750,ZZREBBRR,06/25/2018,WHITE,M,OTHERS,2018
2751,ZZHBERZC,06/28/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2752,ZZHEWZHS,02/13/2018,BLACK,M,OTHERS,2018
2753,ZZSEBWLH,04/11/2018,BLACK,M,OTHERS,2018
2754,ZZRCHHSL,02/22/2018,WHITE,M,OTHERS,2018
2755,ZZEBRCJR,06/28/2018,WHITE,M,OTHERS,2018
2756,ZZSRLZLL,05/30/2018,WHITE,M,OTHERS,2018
2757,ZZRLJHLR,06/19/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2758,ZZHSJLBR,05/25/2018,BLACK,F,OTHERS,2018
2759,ZZHWRWWC,05/14/2018,HISPANIC,M,OTHERS,2018
2760,ZZHCLRLJ,06/29/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2761,ZZSRLSCJ,06/29/2018,HISPANIC,M,OTHERS,2018
2762,ZZHBEHRL,06/29/2018,BLACK,F,OTHERS,2018
2763,ZZRWLSZR,06/29/2018,BLACK,M,OTHERS,2018
2764,ZZSRLSBB,06/29/2018,WHITE,F,OTHERS,2018
2765,ZZSZHJRH,06/29/2018,HISPANIC,M,OTHERS,2018
2766,ZZHBEEJH,04/30/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2767,ZZSRLSJZ,06/29/2018,BLACK,M,OTHERS,2018
2768,ZZSRLSJH,06/29/2018,BLACK,M,OTHERS,2018
2769,ZZSEEEHR,05/02/2018,WHITE,M,OTHERS,2018
2770,ZZSESRZE,06/28/2018,HISPANIC,M,OTHERS,2018
2771,ZZSRLSLC,06/28/2018,BLACK,F,OTHERS,2018
2772,ZZHRZSJZ,06/05/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2773,ZZSRLSCC,06/29/2018,HISPANIC,M,OTHERS,2018
2774,ZZRHJRRH,05/25/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
2775,ZZHLSBLL,04/19/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2776,ZZSRWBZS,06/29/2018,HISPANIC,M,OTHERS,2018
2777,ZZEBZJZZ,06/29/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2778,ZZRHHBBL,05/24/2018,BLACK,M,OTHERS,2018
2779,ZZRCSJWZ,06/29/2018,WHITE,M,OTHERS,2018
2780,ZZHZSCSL,03/21/2018,BLACK,M,OTHERS,2018
2781,ZZHWHBJW,03/27/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2782,ZZSRLSBL,06/29/2018,WHITE,M,OTHERS,2018
2783,ZZESHJRC,07/01/2018,WHITE,F,OTHERS,2018
2784,ZZRLJLZR,01/17/2018,WHITE,M,OTHERS,2018
2785,ZZZWBEEE,05/18/2018,BLACK,M,OTHERS,2018
2786,ZZEJSELE,06/25/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
2787,ZZHWJJEZ,01/23/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2788,ZZECRRBR,02/28/2018,WHITE,M,OTHERS,2018
2789,ZZHWELZH,07/02/2018,WHITE,M,OTHERS,2018
2790,ZZECBZBL,06/22/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2791,ZZECECSB,06/01/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
