,IDENTIFIER,LATEST ADMISSION DATE,RACE,GENDER,OFFENSE,Year
0,ZZSRHJZW,01/01/2018,WHITE,M,OTHERS,2018
1,ZZHWWESE,01/01/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2,ZZHLBLCC,01/02/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
3,ZZZLRESC,01/02/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
4,ZZELLSRS,01/02/2018,WHITE,M,"ASSAULT, FIRST DEGREE                 BF",2018
5,ZZHJJHZH,01/02/2018,HISPANIC,M,OTHERS,2018
6,ZZHRZCWS,01/02/2018,BLACK,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
7,ZZSRHJEB,01/02/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
8,ZZSRHJEH,01/02/2018,WHITE,F,OTHERS,2018
9,ZZEBJCZL,01/02/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
10,ZZSECHEJ,01/02/2018,WHITE,M,OTHERS,2018
11,ZZHLSJCJ,01/02/2018,WHITE,M,OTHERS,2018
12,ZZHLJHZW,01/02/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
13,ZZSRHJEW,01/02/2018,HISPANIC,M,OTHERS,2018
14,ZZSEESHS,01/02/2018,BLACK,M,OTHERS,2018
15,ZZRSJZJR,01/02/2018,BLACK,M,OTHERS,2018
16,ZZHJJHHR,01/02/2018,WHITE,M,OTHERS,2018
17,ZZSRHSCL,01/02/2018,BLACK,M,OTHERS,2018
18,ZZSEEHER,01/02/2018,WHITE,M,OTHERS,2018
19,ZZHLRRCB,01/02/2018,BLACK,M,OTHERS,2018
20,ZZRWELJL,01/02/2018,BLACK,M,OTHERS,2018
21,ZZHLHHCC,01/02/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
22,ZZHBHREL,01/02/2018,BLACK,F,OTHERS,2018
23,ZZHWEZJS,01/02/2018,BLACK,F,OTHERS,2018
24,ZZSRHJEC,01/02/2018,HISPANIC,M,"BURGLARY, THIRD DEGREE                DF",2018
25,ZZHCCEZH,01/02/2018,HISPANIC,M,OTHERS,2018
26,ZZHHBRBC,01/02/2018,HISPANIC,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
27,ZZREJEJJ,01/02/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
28,ZZRREBLW,01/02/2018,BLACK,M,OTHERS,2018
29,ZZRLHJJL,01/02/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
30,ZZRJREBC,01/02/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
31,ZZSELRCL,01/02/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
32,ZZHLRSLH,01/02/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
33,ZZSRHJEE,01/02/2018,BLACK,M,OTHERS,2018
34,ZZHJJWBL,01/02/2018,BLACK,M,OTHERS,2018
35,ZZEZJRBB,01/02/2018,WHITE,M,OTHERS,2018
36,ZZSEBJES,01/02/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
37,ZZSRHJRR,01/02/2018,BLACK,F,OTHERS,2018
38,ZZHHWJBW,01/02/2018,HISPANIC,M,OTHERS,2018
39,ZZRWBEZJ,01/02/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
40,ZZRECEZJ,01/02/2018,BLACK,M,OTHERS,2018
41,ZZHZWJEL,01/02/2018,BLACK,M,OTHERS,2018
42,ZZSRHJES,01/02/2018,HISPANIC,M,OTHERS,2018
43,ZZSRHJEJ,01/02/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
44,ZZHZERJL,01/02/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
45,ZZHZRJBZ,01/02/2018,BLACK,M,OTHERS,2018
46,ZZSRHJEZ,01/02/2018,HISPANIC,M,OTHERS,2018
47,ZZHHRSWC,01/02/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
48,ZZESBZSC,01/02/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
49,ZZSRHJZJ,01/02/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
50,ZZHJLZBH,01/02/2018,WHITE,F,OTHERS,2018
51,ZZRCEESB,01/02/2018,BLACK,M,OTHERS,2018
52,ZZHRCBRW,01/02/2018,BLACK,M,OTHERS,2018
53,ZZHECHZJ,01/02/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
54,ZZHJJCBW,01/02/2018,WHITE,F,OTHERS,2018
55,ZZSRHJRZ,01/02/2018,WHITE,M,OTHERS,2018
56,ZZHBJJSR,01/02/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
57,ZZHWHEEZ,01/02/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
58,ZZHHCLBS,01/02/2018,HISPANIC,M,OTHERS,2018
59,ZZSRHJRH,01/02/2018,WHITE,F,OTHERS,2018
60,ZZHWZHSB,01/02/2018,BLACK,F,OTHERS,2018
61,ZZRRZCLC,01/02/2018,BLACK,M,OTHERS,2018
62,ZZRHLCCC,01/02/2018,HISPANIC,F,"ROBBERY, FIRST DEGREE                 BF",2018
63,ZZHHBEWB,01/02/2018,WHITE,M,OTHERS,2018
64,ZZSRHSLR,01/02/2018,WHITE,F,OTHERS,2018
65,ZZSRHJRE,01/02/2018,BLACK,M,OTHERS,2018
66,ZZHBCELS,01/02/2018,BLACK,M,OTHERS,2018
67,ZZHLJEEJ,01/02/2018,BLACK,M,OTHERS,2018
68,ZZSRHJZC,01/02/2018,WHITE,M,OTHERS,2018
69,ZZHRWREJ,01/02/2018,WHITE,F,OTHERS,2018
70,ZZRRCHCW,01/02/2018,HISPANIC,F,OTHERS,2018
71,ZZHJBCSS,01/02/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018
72,ZZSRESZB,01/02/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
73,ZZHHWBCE,01/02/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
74,ZZHBCHJS,01/02/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
75,ZZRCHRJH,01/02/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
76,ZZHCCWEC,01/02/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
77,ZZRSLEWW,01/02/2018,WHITE,M,OTHERS,2018
78,ZZSRHJEL,01/02/2018,BLACK,M,OTHERS,2018
79,ZZSERSHS,01/02/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018
80,ZZHJEELR,01/02/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
81,ZZHEWJEC,01/02/2018,HISPANIC,M,OTHERS,2018
82,ZZHHELRJ,01/02/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
83,ZZSRHJHW,01/03/2018,BLACK,M,OTHERS,2018
84,ZZSEHCLE,01/03/2018,WHITE,M,OTHERS,2018
85,ZZRBHRCB,01/03/2018,BLACK,M,OTHERS,2018
86,ZZSRERZC,01/03/2018,WHITE,M,OTHERS,2018
87,ZZRBLJCR,01/03/2018,WHITE,M,OTHERS,2018
88,ZZSZBEZL,01/03/2018,BLACK,M,OTHERS,2018
89,ZZSRHJHR,01/03/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
90,ZZSEWCBC,01/03/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
91,ZZHJSLRC,01/03/2018,WHITE,M,OTHERS,2018
92,ZZSRHJHJ,01/03/2018,WHITE,M,OTHERS,2018
93,ZZRRSWZB,01/03/2018,BLACK,M,OTHERS,2018
94,ZZSRHJHS,01/03/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
95,ZZRJHHWB,01/03/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
96,ZZSEHSWZ,01/03/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
97,ZZHWHESJ,01/03/2018,WHITE,M,OTHERS,2018
98,ZZSRHJWS,01/03/2018,BLACK,M,OTHERS,2018
99,ZZHWRWBZ,01/03/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
100,ZZSRHJWW,01/03/2018,ASIAN,F,OTHERS,2018
101,ZZRHBSLR,01/03/2018,HISPANIC,M,OTHERS,2018
102,ZZRHWBLH,01/03/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018
103,ZZSRHJHB,01/03/2018,HISPANIC,M,OTHERS,2018
104,ZZHEWBCS,01/03/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
105,ZZSRHJWR,01/03/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
106,ZZRJCRJR,01/03/2018,WHITE,M,OTHERS,2018
107,ZZSRHZWL,01/03/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
108,ZZRCRCJW,01/03/2018,WHITE,F,OTHERS,2018
109,ZZRCWLSJ,01/03/2018,WHITE,M,OTHERS,2018
110,ZZSRHWWZ,01/03/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
111,ZZSRHJSZ,01/03/2018,WHITE,M,OTHERS,2018
112,ZZSZSZBR,01/03/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
113,ZZSEWWLE,01/03/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
114,ZZSECCWH,01/03/2018,BLACK,M,OTHERS,2018
115,ZZRBZCHH,01/03/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
116,ZZEJEEJB,01/03/2018,WHITE,M,OTHERS,2018
117,ZZHJJHWC,01/03/2018,BLACK,M,OTHERS,2018
118,ZZSRHLHZ,01/03/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
119,ZZHSBEZW,01/03/2018,HISPANIC,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
120,ZZRSRBWC,01/03/2018,WHITE,F,OTHERS,2018
121,ZZHESLBE,01/03/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
122,ZZSRHJRL,01/03/2018,HISPANIC,M,OTHERS,2018
123,ZZSRHJWE,01/03/2018,WHITE,F,OTHERS,2018
124,ZZHWHCZW,01/03/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
125,ZZSRRCJR,01/03/2018,HISPANIC,M,OTHERS,2018
126,ZZSRHJWZ,01/03/2018,HISPANIC,M,OTHERS,2018
127,ZZSRHJHE,01/03/2018,HISPANIC,M,OTHERS,2018
128,ZZSRHJSW,01/03/2018,WHITE,M,OTHERS,2018
129,ZZSZLHBS,01/03/2018,HISPANIC,M,"ROBBERY, FIRST DEGREE                 BF",2018
130,ZZSZRZJZ,01/03/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
131,ZZEHBWRJ,01/03/2018,WHITE,M,OTHERS,2018
132,ZZSRRHWL,01/03/2018,BLACK,M,OTHERS,2018
133,ZZSRHJHH,01/03/2018,BLACK,M,OTHERS,2018
134,ZZSRHJHL,01/03/2018,HISPANIC,M,OTHERS,2018
135,ZZSRHJSH,01/03/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
136,ZZHCHJJS,01/03/2018,HISPANIC,M,OTHERS,2018
137,ZZRLZCSS,01/03/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
138,ZZHSWZRE,01/03/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
139,ZZEJJBHH,01/03/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
140,ZZSRHJHC,01/03/2018,WHITE,M,OTHERS,2018
141,ZZEWLCSJ,01/03/2018,WHITE,M,OTHERS,2018
142,ZZSEWRRR,01/03/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
143,ZZSZWZRE,01/03/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
144,ZZSRHJRC,01/03/2018,HISPANIC,M,OTHERS,2018
145,ZZSZBCCC,01/03/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
146,ZZRBJZES,01/03/2018,HISPANIC,M,OTHERS,2018
147,ZZRJWEEJ,01/03/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
148,ZZSZEWCB,01/03/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
149,ZZSZLWCB,01/03/2018,HISPANIC,M,OTHERS,2018
150,ZZSRHJWL,01/03/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
151,ZZHWWECB,01/03/2018,WHITE,F,OTHERS,2018
152,ZZSRHJSC,01/03/2018,WHITE,M,OTHERS,2018
153,ZZSRHJWB,01/04/2018,HISPANIC,M,OTHERS,2018
154,ZZHRSLSB,01/05/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
155,ZZHCRLSW,01/05/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
156,ZZHZESJJ,01/05/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
157,ZZHLRJZJ,01/05/2018,HISPANIC,M,"ROBBERY, FIRST DEGREE                 BF",2018
158,ZZHHEHRH,01/05/2018,WHITE,M,OTHERS,2018
159,ZZSECEBJ,01/05/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
160,ZZSREESC,01/05/2018,AMER IND,M,OTHERS,2018
161,ZZHWCJSH,01/05/2018,BLACK,M,OTHERS,2018
162,ZZHJBCJZ,01/05/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018
163,ZZSRHJCW,01/05/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
164,ZZSRHJBS,01/05/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
165,ZZERHSBZ,01/05/2018,HISPANIC,M,OTHERS,2018
166,ZZHSEBJL,01/05/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
167,ZZEJCHBC,01/05/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
168,ZZSEWHEL,01/05/2018,HISPANIC,M,OTHERS,2018
169,ZZRSLRRC,01/05/2018,WHITE,M,OTHERS,2018
170,ZZSZWBEC,01/05/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
171,ZZZCCEZC,01/05/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
172,ZZSRHJCJ,01/05/2018,BLACK,M,OTHERS,2018
173,ZZHJJJBW,01/05/2018,WHITE,M,OTHERS,2018
174,ZZSERSLR,01/05/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018
175,ZZSZLZZC,01/05/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
176,ZZHSSCZE,01/05/2018,BLACK,M,OTHERS,2018
177,ZZHECCBW,01/05/2018,HISPANIC,F,OTHERS,2018
178,ZZEBEWEC,01/05/2018,HISPANIC,M,OTHERS,2018
179,ZZHCSLZB,01/05/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
180,ZZSRHJBZ,01/05/2018,BLACK,F,OTHERS,2018
181,ZZSRHWER,01/05/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
182,ZZSRHJLL,01/05/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
183,ZZRBZCHH,01/03/2018,WHITE,M,OTHERS,2018
184,ZZSRHJLC,01/05/2018,HISPANIC,M,OTHERS,2018
185,ZZHCJCLH,01/05/2018,HISPANIC,M,OTHERS,2018
186,ZZHRBRRZ,01/05/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
187,ZZSRHLLR,01/05/2018,WHITE,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
188,ZZRRZSZZ,01/05/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
189,ZZERRESC,01/05/2018,BLACK,M,OTHERS,2018
190,ZZSRHJLE,01/05/2018,WHITE,M,OTHERS,2018
191,ZZRCCREZ,01/05/2018,WHITE,M,OTHERS,2018
192,ZZSRHJBW,01/05/2018,BLACK,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
193,ZZRLZCSS,01/03/2018,HISPANIC,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018
194,ZZRWJLRL,01/05/2018,WHITE,F,OTHERS,2018
195,ZZSRHJCL,01/05/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
196,ZZSRHJLJ,01/05/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
197,ZZHLSBJS,01/05/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
198,ZZEHSWCB,01/05/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
199,ZZHSJRJS,01/05/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
200,ZZSEHHWB,01/05/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
201,ZZRBHRJB,01/05/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
202,ZZHWJZSJ,01/05/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
203,ZZSEWWCE,01/05/2018,HISPANIC,F,OTHERS,2018
204,ZZRJRWWL,01/05/2018,BLACK,M,OTHERS,2018
205,ZZSRZELR,01/05/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
206,ZZSRHJCR,01/05/2018,BLACK,M,OTHERS,2018
207,ZZHBCSHJ,01/05/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
208,ZZHZRHLR,01/05/2018,WHITE,F,INJURY OR RISK OF INJURY TO MINOR      F,2018
209,ZZHBLRZW,01/05/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
210,ZZSRHJCS,01/05/2018,BLACK,M,OTHERS,2018
211,ZZSRHJBJ,01/06/2018,BLACK,M,OTHERS,2018
212,ZZRJWJHB,01/08/2018,HISPANIC,M,OTHERS,2018
213,ZZESSZHH,01/08/2018,BLACK,M,OTHERS,2018
214,ZZSEBEES,01/08/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
215,ZZHCHLCW,01/08/2018,HISPANIC,M,"BURGLARY, THIRD DEGREE                DF",2018
216,ZZSRSZZB,01/08/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
217,ZZSRHJJR,01/08/2018,WHITE,M,OTHERS,2018
218,ZZRBRCCH,01/08/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
219,ZZSRHJJS,01/08/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
220,ZZZJZWWZ,01/08/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
221,ZZHCWZEL,01/08/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
222,ZZEJCLHL,01/08/2018,WHITE,M,OTHERS,2018
223,ZZRJHERB,01/08/2018,HISPANIC,M,OTHERS,2018
224,ZZSRSZEH,01/08/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
225,ZZSZHSJS,01/08/2018,BLACK,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
226,ZZSRHJJB,01/08/2018,WHITE,F,OTHERS,2018
227,ZZHBBLWH,01/08/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
228,ZZHSWEZW,01/08/2018,WHITE,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
229,ZZRBSWBB,01/08/2018,WHITE,M,OTHERS,2018
230,ZZSESZBS,01/08/2018,BLACK,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
231,ZZHSCHWE,01/08/2018,WHITE,M,OTHERS,2018
232,ZZSRSZZS,01/08/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
233,ZZSRHZBR,01/08/2018,HISPANIC,M,OTHERS,2018
234,ZZSRHJJE,01/08/2018,BLACK,M,OTHERS,2018
235,ZZSRSZZR,01/08/2018,BLACK,M,OTHERS,2018
236,ZZRCSLBW,01/08/2018,WHITE,M,OTHERS,2018
237,ZZRBCJEJ,01/08/2018,WHITE,M,OTHERS,2018
238,ZZSZWCBH,01/08/2018,WHITE,M,OTHERS,2018
239,ZZRRZRZR,01/08/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018
240,ZZRWZRZE,01/08/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
241,ZZHRSSBR,01/08/2018,HISPANIC,M,OTHERS,2018
242,ZZECCBSC,01/08/2018,WHITE,M,OTHERS,2018
243,ZZHCWHZB,01/08/2018,HISPANIC,M,OTHERS,2018
244,ZZHCEHZZ,01/08/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
245,ZZHSCLHW,01/08/2018,WHITE,M,OTHERS,2018
246,ZZRWZSHL,01/08/2018,WHITE,F,"BURGLARY, THIRD DEGREE                DF",2018
247,ZZRLLJSL,01/08/2018,BLACK,M,OTHERS,2018
248,ZZSRSZZZ,01/08/2018,HISPANIC,F,OTHERS,2018
249,ZZSERZSS,01/08/2018,WHITE,M,OTHERS,2018
250,ZZHJJLRB,01/08/2018,BLACK,M,OTHERS,2018
251,ZZSRHZWH,01/08/2018,WHITE,F,OTHERS,2018
252,ZZRHEBBB,01/08/2018,WHITE,M,OTHERS,2018
253,ZZHJECEJ,01/07/2018,BLACK,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
254,ZZSEZRBW,01/08/2018,WHITE,M,OTHERS,2018
255,ZZHSJSZS,01/08/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
256,ZZRLWHEZ,01/08/2018,HISPANIC,M,OTHERS,2018
257,ZZRSESCB,01/08/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
258,ZZRZZWWE,01/08/2018,BLACK,M,OTHERS,2018
259,ZZSERCLW,01/08/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
260,ZZSRSZZC,01/08/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
261,ZZSERELZ,01/08/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
262,ZZRCSCRB,01/08/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
263,ZZSRSZZW,01/08/2018,HISPANIC,M,OTHERS,2018
264,ZZRCBWBB,01/08/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
265,ZZSRSZER,01/08/2018,HISPANIC,F,OTHERS,2018
266,ZZSZCJRH,01/08/2018,WHITE,M,OTHERS,2018
267,ZZRECSSR,01/08/2018,BLACK,M,OTHERS,2018
268,ZZHHCWRC,01/08/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
269,ZZHJWBWH,01/08/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
270,ZZELBRZH,01/08/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
271,ZZSRSZZH,01/08/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
272,ZZSRSZZE,01/08/2018,ASIAN,M,"ASSAULT, THIRD DEGREE                 AM",2018
273,ZZSRHLHZ,01/03/2018,WHITE,F,OTHERS,2018
274,ZZHCHBRW,01/09/2018,BLACK,M,OTHERS,2018
275,ZZHJLZCR,01/09/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
276,ZZEHRZRH,01/09/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
277,ZZHECHZR,01/09/2018,WHITE,M,OTHERS,2018
278,ZZSRSZEB,01/09/2018,BLACK,M,OTHERS,2018
279,ZZSRSZRW,01/09/2018,WHITE,M,OTHERS,2018
280,ZZSZLZZC,01/05/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
281,ZZRWWEWR,01/09/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
282,ZZHSCEBE,01/09/2018,HISPANIC,F,VIOLATION OF PROBATION OR COND DISCHG,2018
283,ZZRRLBHB,01/09/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
284,ZZRCRZCB,01/09/2018,HISPANIC,M,OTHERS,2018
285,ZZSRSZRS,01/09/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
286,ZZSEWJLR,01/09/2018,WHITE,M,OTHERS,2018
287,ZZHZJCBR,01/09/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
288,ZZHBZLSB,01/09/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
289,ZZSRSZEJ,01/09/2018,HISPANIC,M,OTHERS,2018
290,ZZHWLBRB,01/09/2018,WHITE,M,OTHERS,2018
291,ZZSRZBZR,01/09/2018,AMER IND,M,"BURGLARY, THIRD DEGREE                DF",2018
292,ZZSEJHBH,01/09/2018,WHITE,F,INJURY OR RISK OF INJURY TO MINOR      F,2018
293,ZZSRSZEW,01/09/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
294,ZZHRCZEJ,01/09/2018,WHITE,M,OTHERS,2018
295,ZZSRSZRC,01/09/2018,BLACK,M,OTHERS,2018
296,ZZSELSSC,01/09/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
297,ZZRBWJLW,01/09/2018,WHITE,M,OTHERS,2018
298,ZZHHLZZC,01/09/2018,HISPANIC,M,OTHERS,2018
299,ZZHJBRCR,01/09/2018,BLACK,M,OTHERS,2018
300,ZZHLRSLH,01/02/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
301,ZZSRSZHZ,01/09/2018,HISPANIC,M,"ASSAULT, FIRST DEGREE                 BF",2018
302,ZZHLJWZC,01/09/2018,HISPANIC,M,OTHERS,2018
303,ZZHBWWZL,01/09/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
304,ZZRCCSZE,01/09/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
305,ZZSRHRZZ,01/09/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018
306,ZZSRSZES,01/09/2018,WHITE,F,OTHERS,2018
307,ZZRWZERR,01/09/2018,HISPANIC,M,"BURGLARY, THIRD DEGREE                DF",2018
308,ZZHLSJSH,01/09/2018,BLACK,M,OTHERS,2018
309,ZZSZHRLB,01/09/2018,HISPANIC,M,OTHERS,2018
310,ZZHEZJCL,01/09/2018,BLACK,M,OTHERS,2018
311,ZZHZLEWE,01/09/2018,BLACK,M,OTHERS,2018
312,ZZHBJCRH,01/09/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
313,ZZSZEZJW,01/09/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
314,ZZSRSZRH,01/09/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
