,IDENTIFIER,LATEST ADMISSION DATE,RACE,GENDER,OFFENSE,Year
12813,ZZRJELRS,10/18/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
12814,ZZRLRCHZ,10/18/2018,BLACK,M,OTHERS,2018
12815,ZZSRBZZC,10/18/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
12816,ZZSRCCEE,09/24/2018,HISPANIC,M,OTHERS,2018
12817,ZZSZCRBB,10/18/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12818,ZZEHLJSJ,10/18/2018,HISPANIC,M,"BURGLARY, THIRD DEGREE                DF",2018
12819,ZZRLSSZH,10/18/2018,WHITE,M,OTHERS,2018
12820,ZZSZCZES,10/18/2018,BLACK,M,OTHERS,2018
12821,ZZHBEBWS,10/18/2018,BLACK,M,OTHERS,2018
12822,ZZRHLZEZ,10/18/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12823,ZZSRBZZL,10/18/2018,WHITE,M,OTHERS,2018
12824,ZZESJLRW,10/18/2018,BLACK,M,OTHERS,2018
12825,ZZHJJRCW,10/18/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
12826,ZZHEJWLE,10/18/2018,WHITE,M,OTHERS,2018
12827,ZZRWJWEW,10/17/2018,WHITE,M,OTHERS,2018
12828,ZZRCWECR,10/18/2018,WHITE,M,OTHERS,2018
12829,ZZHWBLZW,10/18/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
12830,ZZSRBZZE,10/18/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
12831,ZZHJERBJ,10/18/2018,BLACK,F,OTHERS,2018
12832,ZZRRRWHS,10/18/2018,HISPANIC,M,OTHERS,2018
12833,ZZRRHWBJ,10/18/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
12834,ZZSRBZZH,10/18/2018,HISPANIC,M,OTHERS,2018
12835,ZZEEJZZB,10/18/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
12836,ZZHJWSBL,08/03/2018,HISPANIC,M,OTHERS,2018
12837,ZZSEJHBH,10/18/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
12838,ZZSRCJJJ,10/18/2018,WHITE,M,OTHERS,2018
12839,ZZSRBZZS,10/18/2018,HISPANIC,M,OTHERS,2018
12840,ZZSRBZZJ,10/18/2018,HISPANIC,M,OTHERS,2018
12841,ZZSEBHBW,10/18/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
12842,ZZHBCHSW,10/18/2018,WHITE,F,OTHERS,2018
12843,ZZZBSHJE,10/18/2018,BLACK,M,OTHERS,2018
12844,ZZZJEJCB,10/18/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12845,ZZSRBZZB,10/18/2018,WHITE,M,OTHERS,2018
12846,ZZSRCSCH,10/18/2018,WHITE,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
12847,ZZHJSHLL,10/19/2018,HISPANIC,M,OTHERS,2018
12848,ZZSRLHRR,06/18/2018,HISPANIC,F,OTHERS,2018
12849,ZZSZJSLW,10/19/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12850,ZZSRBZRJ,10/19/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
12851,ZZSRBZRE,10/19/2018,BLACK,M,OTHERS,2018
12852,ZZHCJLWE,10/19/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12853,ZZHJWZEH,10/19/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12854,ZZSERREW,10/19/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
12855,ZZHCLRHZ,10/19/2018,WHITE,F,OTHERS,2018
12856,ZZSRCJWJ,10/15/2018,BLACK,M,OTHERS,2018
12857,ZZSRBZER,10/19/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
12858,ZZSZCLZW,10/19/2018,WHITE,M,OTHERS,2018
12859,ZZHWSZLC,10/19/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12860,ZZRHEZSR,10/19/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
12861,ZZEBCBSC,10/19/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
12862,ZZHJWZZL,10/19/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
12863,ZZSREWSH,10/19/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12864,ZZHJREHS,10/19/2018,WHITE,M,OTHERS,2018
12865,ZZHSHWEE,10/19/2018,BLACK,M,OTHERS,2018
12866,ZZEHLJSJ,10/18/2018,HISPANIC,M,OTHERS,2018
12867,ZZSELEJW,10/19/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
12868,ZZSRBZRR,10/19/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
12869,ZZRLZHRS,10/19/2018,BLACK,M,OTHERS,2018
12870,ZZHBJZBJ,10/19/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12871,ZZSRBZEB,10/19/2018,HISPANIC,M,OTHERS,2018
12872,ZZEHEERE,10/19/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12873,ZZSECRSJ,10/19/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12874,ZZHBCZLC,10/19/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018
12875,ZZHRLJSZ,10/19/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018
12876,ZZSRBZRW,10/19/2018,WHITE,M,OTHERS,2018
12877,ZZEWBWZC,10/19/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
12878,ZZHJWWWB,10/19/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12879,ZZHHLRWB,10/19/2018,BLACK,F,"ASSAULT, THIRD DEGREE                 AM",2018
12880,ZZSRBZRH,10/19/2018,HISPANIC,F,INJURY OR RISK OF INJURY TO MINOR      F,2018
12881,ZZSRESWJ,10/19/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
12882,ZZSRCCLW,10/19/2018,WHITE,M,OTHERS,2018
12883,ZZHZZBCL,10/19/2018,BLACK,M,OTHERS,2018
12884,ZZSRBZEW,10/19/2018,WHITE,M,OTHERS,2018
12885,ZZHHSCSE,10/19/2018,BLACK,M,OTHERS,2018
12886,ZZSRHHSB,10/19/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
12887,ZZSRLEJE,10/19/2018,WHITE,M,OTHERS,2018
12888,ZZSRBZES,10/19/2018,WHITE,M,OTHERS,2018
12889,ZZRJJEJW,10/19/2018,HISPANIC,M,OTHERS,2018
12890,ZZHEWBES,10/19/2018,BLACK,M,OTHERS,2018
12891,ZZHCSJSB,10/19/2018,BLACK,M,OTHERS,2018
12892,ZZHLSBRC,10/19/2018,WHITE,M,OTHERS,2018
12893,ZZHWWZJE,10/19/2018,BLACK,M,OTHERS,2018
12894,ZZRCRWRS,10/19/2018,BLACK,F,VIOLATION OF PROBATION OR COND DISCHG,2018
12895,ZZRBESEH,10/19/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12896,ZZSRBZRL,10/19/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018
12897,ZZHLELRB,10/19/2018,BLACK,F,"ASSAULT, FIRST DEGREE                 BF",2018
12898,ZZHLHHCC,01/02/2018,HISPANIC,M,OTHERS,2018
12899,ZZSRBZRZ,10/19/2018,WHITE,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
12900,ZZRWZEJR,10/19/2018,BLACK,F,OTHERS,2018
12901,ZZHBEBBE,10/19/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
12902,ZZHJZBWE,10/20/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12903,ZZHJEBSZ,10/20/2018,BLACK,M,OTHERS,2018
12904,ZZHCJELL,10/20/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
12905,ZZSRBZHZ,10/20/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
12906,ZZHJWSBW,10/21/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
12907,ZZSRBZHE,10/21/2018,WHITE,F,OTHERS,2018
12908,ZZRCRWHJ,10/22/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
12909,ZZSEBSWB,10/22/2018,HISPANIC,M,OTHERS,2018
12910,ZZHWSZLR,10/22/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12911,ZZSRBZSH,10/22/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
12912,ZZSRBZSC,10/22/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
12913,ZZRSHHZR,10/22/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12914,ZZHWRSJR,10/22/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
12915,ZZSRBZSW,10/22/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018
12916,ZZHZWHEZ,10/22/2018,HISPANIC,M,OTHERS,2018
12917,ZZSRLBHL,07/24/2018,BLACK,M,OTHERS,2018
12918,ZZEZEZZH,10/22/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018
12919,ZZHCECEJ,10/22/2018,WHITE,M,OTHERS,2018
12920,ZZSRBZWL,10/22/2018,BLACK,F,OTHERS,2018
12921,ZZSRBZHH,10/22/2018,BLACK,M,OTHERS,2018
12922,ZZSRBZHS,10/22/2018,WHITE,M,OTHERS,2018
12923,ZZSELEZH,10/22/2018,BLACK,M,OTHERS,2018
12924,ZZSRBZSS,10/22/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
12925,ZZEJCZWW,10/22/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
12926,ZZHJZBWE,10/20/2018,BLACK,M,OTHERS,2018
12927,ZZSRLHRJ,10/22/2018,HISPANIC,M,OTHERS,2018
12928,ZZSRBZHJ,10/22/2018,HISPANIC,M,OTHERS,2018
12929,ZZRWZBCE,10/22/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
12930,ZZHZRJEE,10/22/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
12931,ZZHSEECL,10/22/2018,HISPANIC,M,OTHERS,2018
12932,ZZSRBZSR,10/22/2018,WHITE,M,OTHERS,2018
12933,ZZHBZCCS,10/22/2018,BLACK,M,OTHERS,2018
12934,ZZHSJEWE,10/22/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12935,ZZSRBZWC,10/22/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
12936,ZZHSRECS,10/22/2018,WHITE,M,OTHERS,2018
12937,ZZHLSSSR,10/22/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12938,ZZSREJJB,10/22/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
12939,ZZHSWCHJ,10/22/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12940,ZZSEJLSJ,10/22/2018,WHITE,F,OTHERS,2018
12941,ZZSRCCEL,09/24/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018
12942,ZZRCEJEE,10/22/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
12943,ZZSRWLWH,10/22/2018,WHITE,M,OTHERS,2018
12944,ZZSRBZHR,10/22/2018,WHITE,F,OTHERS,2018
12945,ZZZJWERE,10/22/2018,BLACK,M,OTHERS,2018
12946,ZZSRSCRJ,10/22/2018,BLACK,M,OTHERS,2018
12947,ZZHECZHC,10/22/2018,HISPANIC,M,OTHERS,2018
12948,ZZSESRSH,10/22/2018,WHITE,M,OTHERS,2018
12949,ZZSZHJZR,10/22/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12950,ZZRRZBLH,10/22/2018,HISPANIC,M,OTHERS,2018
12951,ZZSRBZWS,10/22/2018,WHITE,M,OTHERS,2018
12952,ZZSRECZB,10/22/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
12953,ZZSRBZSB,10/22/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
12954,ZZSRBZHL,10/22/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
12955,ZZHSWZHH,10/22/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12956,ZZHRCZZR,10/22/2018,HISPANIC,M,OTHERS,2018
12957,ZZSRBZWR,10/22/2018,HISPANIC,M,OTHERS,2018
12958,ZZSRBZWZ,10/22/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
12959,ZZZBEZEL,10/22/2018,HISPANIC,M,OTHERS,2018
12960,ZZSZSRBL,10/22/2018,BLACK,M,OTHERS,2018
12961,ZZSRLSSR,10/22/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
12962,ZZSZEHHR,10/22/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12963,ZZSRBZHC,10/22/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
12964,ZZREEHBS,10/22/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
12965,ZZRRLBZH,10/22/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
12966,ZZHLEWBS,10/22/2018,WHITE,M,OTHERS,2018
12967,ZZSZHLRH,10/22/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
12968,ZZHJJCHJ,10/22/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
12969,ZZHWLLWS,10/22/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12970,ZZHHRLCS,10/22/2018,WHITE,M,OTHERS,2018
12971,ZZHCHZCH,10/22/2018,WHITE,F,OTHERS,2018
12972,ZZRLRZHZ,10/22/2018,WHITE,F,OTHERS,2018
12973,ZZHBWLRE,10/22/2018,WHITE,M,OTHERS,2018
12974,ZZREWRLZ,10/22/2018,WHITE,M,OTHERS,2018
12975,ZZSRBZWJ,10/22/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
12976,ZZECHEZL,10/22/2018,WHITE,M,OTHERS,2018
12977,ZZSRBZSJ,10/22/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
12978,ZZRBZBHR,10/22/2018,HISPANIC,M,OTHERS,2018
12979,ZZSEJCBS,10/15/2018,BLACK,M,OTHERS,2018
12980,ZZSRBZSL,10/22/2018,WHITE,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
12981,ZZHRWJJW,10/22/2018,BLACK,F,OTHERS,2018
12982,ZZRRHWWC,10/22/2018,BLACK,M,OTHERS,2018
12983,ZZSRBZWE,10/22/2018,WHITE,F,OTHERS,2018
12984,ZZHJSHRS,10/22/2018,HISPANIC,M,OTHERS,2018
12985,ZZSRCWSE,10/22/2018,WHITE,F,OTHERS,2018
12986,ZZSRBZWH,10/22/2018,HISPANIC,F,OTHERS,2018
12987,ZZSRBZSZ,10/22/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12988,ZZSRBZWB,10/22/2018,AMER IND,M,OTHERS,2018
12989,ZZRCSRLH,10/22/2018,HISPANIC,M,OTHERS,2018
12990,ZZSEHLZL,10/23/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
12991,ZZHEJWZH,10/23/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
12992,ZZSZBWRC,10/23/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
12993,ZZHZBCEW,10/23/2018,BLACK,F,VIOLATION OF PROBATION OR COND DISCHG,2018
12994,ZZSRBZLS,10/23/2018,BLACK,M,OTHERS,2018
12995,ZZHLBZHR,10/04/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
12996,ZZREREHB,10/23/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
12997,ZZHESHSB,10/23/2018,WHITE,M,OTHERS,2018
12998,ZZHCCHWB,10/23/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
12999,ZZSRCLSW,09/19/2018,BLACK,M,OTHERS,2018
13000,ZZRWCJZC,10/23/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
13001,ZZSRBZLW,10/23/2018,WHITE,M,OTHERS,2018
13002,ZZHSHHHL,10/23/2018,WHITE,M,OTHERS,2018
13003,ZZSRSEWW,10/23/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
13004,ZZSRRCSL,10/23/2018,WHITE,F,OTHERS,2018
13005,ZZSEJCHL,10/23/2018,BLACK,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
13006,ZZHZCWHS,10/23/2018,HISPANIC,M,OTHERS,2018
13007,ZZRLJECJ,10/23/2018,WHITE,M,OTHERS,2018
13008,ZZHLBECJ,10/23/2018,HISPANIC,M,OTHERS,2018
13009,ZZRECSZZ,10/23/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
13010,ZZHWLCSS,10/23/2018,WHITE,M,OTHERS,2018
13011,ZZSRHHSB,10/19/2018,HISPANIC,M,OTHERS,2018
13012,ZZSRBZLH,10/23/2018,WHITE,M,OTHERS,2018
13013,ZZRBZEZB,10/23/2018,BLACK,M,OTHERS,2018
13014,ZZREJWJL,10/23/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
13015,ZZRESECL,10/23/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
13016,ZZHRWJCL,10/23/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
13017,ZZSZCBHS,10/23/2018,HISPANIC,M,OTHERS,2018
13018,ZZHSEJJC,10/23/2018,WHITE,F,OTHERS,2018
13019,ZZSZLZHH,10/23/2018,BLACK,M,OTHERS,2018
13020,ZZRCRCEB,10/23/2018,BLACK,M,OTHERS,2018
13021,ZZHLSLJR,10/23/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
13022,ZZSRBZLL,10/23/2018,HISPANIC,M,OTHERS,2018
13023,ZZESBLSW,07/23/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
13024,ZZHLCLHR,10/23/2018,HISPANIC,M,OTHERS,2018
13025,ZZHRJEZW,10/23/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
13026,ZZSRBZLC,10/23/2018,WHITE,F,"BURGLARY, THIRD DEGREE                DF",2018
13027,ZZHJZCRW,10/23/2018,WHITE,M,OTHERS,2018
13028,ZZHHLRJL,10/23/2018,BLACK,M,OTHERS,2018
13029,ZZSRBZLE,10/23/2018,BLACK,M,OTHERS,2018
13030,ZZSECBCS,10/23/2018,WHITE,M,OTHERS,2018
13031,ZZRSBRCL,10/23/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
13032,ZZHWJCHZ,10/23/2018,WHITE,F,OTHERS,2018
13033,ZZRJSCBH,10/23/2018,BLACK,M,OTHERS,2018
13034,ZZHJZESS,10/23/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
13035,ZZSRECZH,10/23/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
13036,ZZSRBZLR,10/23/2018,BLACK,M,OTHERS,2018
13037,ZZHSSRSB,10/24/2018,WHITE,M,OTHERS,2018
13038,ZZSRWJWJ,05/23/2018,BLACK,M,"ROBBERY, FIRST DEGREE                 BF",2018
13039,ZZSRBZCW,10/24/2018,BLACK,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
13040,ZZRSSWEW,10/24/2018,BLACK,M,OTHERS,2018
13041,ZZSRBZCZ,10/24/2018,HISPANIC,M,OTHERS,2018
13042,ZZSRCBRR,10/03/2018,BLACK,M,OTHERS,2018
13043,ZZSRCZCW,10/24/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
13044,ZZHRBWLC,10/24/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018
13045,ZZSRBZLB,10/24/2018,WHITE,M,OTHERS,2018
13046,ZZHCCSLZ,10/24/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
13047,ZZRWRZWZ,10/24/2018,WHITE,F,OTHERS,2018
13048,ZZSRBZCR,10/24/2018,BLACK,M,OTHERS,2018
13049,ZZRHWCSL,10/24/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018
13050,ZZSRSHLH,10/24/2018,WHITE,M,OTHERS,2018
13051,ZZSRBZBH,10/24/2018,BLACK,M,OTHERS,2018
13052,ZZHJCWZW,10/24/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
13053,ZZHBRJEE,10/24/2018,WHITE,M,"ROBBERY, FIRST DEGREE                 BF",2018
13054,ZZSZBRBL,10/24/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
13055,ZZSEZZSE,10/24/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
13056,ZZHCECLH,10/24/2018,HISPANIC,M,OTHERS,2018
13057,ZZRSJJHC,10/24/2018,HISPANIC,M,OTHERS,2018
13058,ZZZCLHCH,10/24/2018,BLACK,M,OTHERS,2018
13059,ZZZLZJJB,10/24/2018,BLACK,M,OTHERS,2018
13060,ZZHZJSCJ,10/24/2018,BLACK,M,OTHERS,2018
13061,ZZSRSLJJ,10/24/2018,WHITE,M,OTHERS,2018
13062,ZZHRRCZB,10/24/2018,BLACK,M,OTHERS,2018
13063,ZZSRBZCB,10/24/2018,BLACK,M,OTHERS,2018
13064,ZZRJELEC,10/24/2018,HISPANIC,F,INJURY OR RISK OF INJURY TO MINOR      F,2018
13065,ZZHSJERL,10/24/2018,HISPANIC,M,OTHERS,2018
13066,ZZHJJHHR,10/24/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
13067,ZZRJCRRB,10/24/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
13068,ZZHBZEJZ,10/24/2018,WHITE,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
13069,ZZHRJRRR,10/24/2018,BLACK,F,VIOLATION OF PROBATION OR COND DISCHG,2018
13070,ZZSRZLHS,10/24/2018,WHITE,M,OTHERS,2018
13071,ZZSRCECJ,10/24/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
13072,ZZHRELLH,10/24/2018,WHITE,M,OTHERS,2018
13073,ZZSRBZCE,10/24/2018,BLACK,M,OTHERS,2018
13074,ZZEEWCWZ,10/24/2018,BLACK,M,OTHERS,2018
13075,ZZHWJZSJ,10/24/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
13076,ZZHCRJWS,10/24/2018,BLACK,F,VIOLATION OF PROBATION OR COND DISCHG,2018
13077,ZZSRBZCL,10/24/2018,BLACK,M,OTHERS,2018
13078,ZZHJBCCZ,10/24/2018,BLACK,M,OTHERS,2018
13079,ZZHSERLC,10/24/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018
13080,ZZRHBHJH,10/24/2018,BLACK,M,OTHERS,2018
13081,ZZSRBZBS,10/24/2018,BLACK,M,OTHERS,2018
13082,ZZHHHSCC,10/24/2018,BLACK,M,OTHERS,2018
13083,ZZRRZZSH,08/10/2018,HISPANIC,M,OTHERS,2018
13084,ZZSEBSWB,10/22/2018,HISPANIC,M,OTHERS,2018
13085,ZZHJRWBS,10/24/2018,WHITE,F,INJURY OR RISK OF INJURY TO MINOR      F,2018
13086,ZZSRBZBZ,10/24/2018,BLACK,M,OTHERS,2018
13087,ZZSRZZSC,10/24/2018,HISPANIC,M,OTHERS,2018
13088,ZZSELJEH,10/24/2018,BLACK,M,OTHERS,2018
13089,ZZHBBZER,10/24/2018,HISPANIC,M,OTHERS,2018
13090,ZZEZREZH,10/24/2018,BLACK,M,OTHERS,2018
13091,ZZSRBZBE,10/24/2018,BLACK,M,OTHERS,2018
13092,ZZHRLWEE,10/24/2018,HISPANIC,M,OTHERS,2018
13093,ZZHBJREJ,10/24/2018,BLACK,M,OTHERS,2018
13094,ZZSRBZLJ,10/24/2018,WHITE,M,OTHERS,2018
13095,ZZSRCHRW,08/29/2018,WHITE,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
13096,ZZHBWZSE,10/25/2018,HISPANIC,M,OTHERS,2018
13097,ZZSRCLLZ,09/20/2018,BLACK,M,OTHERS,2018
13098,ZZSRCSLR,10/25/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018
13099,ZZSEBSRR,10/25/2018,AMER IND,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
13100,ZZRJZCWR,10/25/2018,HISPANIC,M,"ROBBERY, FIRST DEGREE                 BF",2018
13101,ZZHESLBE,10/25/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
13102,ZZSRBZJL,10/25/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018
13103,ZZSRBZBJ,10/25/2018,BLACK,M,OTHERS,2018
13104,ZZRCWWLB,10/25/2018,BLACK,M,OTHERS,2018
13105,ZZSERBSB,09/20/2018,ASIAN,F,OTHERS,2018
13106,ZZSRBZBW,10/25/2018,BLACK,M,OTHERS,2018
13107,ZZSREJZE,10/25/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
13108,ZZEBBLCB,10/25/2018,BLACK,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
13109,ZZSEBHSS,10/25/2018,HISPANIC,M,OTHERS,2018
13110,ZZHSLRBJ,10/25/2018,HISPANIC,M,OTHERS,2018
13111,ZZHCLLSL,10/25/2018,WHITE,M,OTHERS,2018
13112,ZZSEWHHC,10/25/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
13113,ZZSRBZBL,10/25/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018
13114,ZZHSBCRB,10/25/2018,WHITE,F,"ROBBERY, FIRST DEGREE                 BF",2018
13115,ZZSRBZJW,10/25/2018,BLACK,M,OTHERS,2018
13116,ZZHJZZJC,10/25/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
13117,ZZSRSHLH,10/24/2018,WHITE,M,OTHERS,2018
13118,ZZSZJJZW,10/25/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
13119,ZZSRLCZE,10/25/2018,WHITE,M,OTHERS,2018
13120,ZZHJJRLS,10/25/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
13121,ZZHJRRWR,10/25/2018,BLACK,M,OTHERS,2018
13122,ZZRJLLEE,10/25/2018,HISPANIC,M,OTHERS,2018
13123,ZZSEWWEH,10/25/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
